Valid_citing_DOI,Invalid_cited_DOI
10.1161/01.cir.94.7.1494,10.1161/circ.93.4.641
10.1161/01.cir.89.3.952,10.1161/res.68.2.1991349
10.1101/414516,10.1108/eb01596
10.1080/13691457.2017.1366428,10.1080/08841233.2011.580262
10.1161/strokeaha.114.005661,10.1161/str.29.4.779
10.1161/01.res.55.3.349,10.1161/res.41.2.872301
10.1002/9780470015902.a0000500.pub2,10.1146/annurev‐immunol‐020711‐075018
10.2307/1370192,10.2307/1704237
10.1145/2000502.2000505,10.5555/1129601.1129697
10.1093/geronb/61.4.p213,10.1059/0003-4819-115-2-122
10.1161/01.cir.103.4.576,10.1161/res.80.4.490
10.14233/ajchem.2020.22188,10.3390/molecules24050895.
10.1161/atvbaha.107.160457,10.1161/circ.92.8.2157
10.1161/01.atv.0000198245.16342.3d,10.1161/str.26.3.386
10.1101/2020.05.19.103846,10.1093/molbev/msu300.
10.1145/3301506.3301541,10.5555/876866.877403
10.1161/01.hyp.0000097604.64716.d2,10.1161/circ.103.1.148
10.1177/0046958017724944,10.12927/hcq.2003.17242
10.1111/1467-954x.12448,10.1515/9780804795548
10.1161/strokeaha.117.016959,10.1161/str.27.9.1467
10.33631/duzcesbed.600413,10.1093/jac/dkg179.
10.3390/app10114021,10.1002/j.0022-0337.2005.69.9.tb03993.x
10.1161/01.cir.0000075572.40158.77,10.1161/atvb.21.7.1226
10.1016/j.aca.2007.12.008,10.1007/s00244-003-2291-7
10.1093/milmed/usaa366,10.4178/epih.e2018036.
10.1161/01.cir.97.25.2567,10.1161/circ.89.6.8205703
10.1155/2015/890613,10.5173/ceju.2013.02.art23
10.1177/1084822316682930,10.2337/dc11-s212.
10.3748/wjg.v21.i10.2912,10.3748/wjg.v
10.1038/s41409-020-01145-1,10.1182/blood-2015-05-615872.
10.1161/01.res.59.2.216,10.1161/res.45.3.455598
10.1161/01.res.70.4.633,10.1161/res.48.2.6109580
10.1145/3075564.3079069,10.5555/647930.740565
10.1007/978-3-319-94532-3_90,10.11080/02643290242000871
10.1080/09593969.2015.1096808,10.2307/2489029
10.1161/circulationaha.117.027776,10.1161/circ.104.21.2525
10.1075/btl.137.06ref,10.1002/acp
10.1161/circulationaha.115.013894,10.1161/circ.104.14.1615
10.1161/01.atv.0000135995.39488.6c,10.1161/atvb.17.8.1539
10.1161/01.cir.0000098427.74047.42,10.1161/circ.103.20.2453
10.1145/2984511.2984513,10.5555/994873
10.2200/s00688ed1v01y201512vis006,10.1057/palgrave
10.1080/22054952.2018.1437676,10.1258/itt.2010.100803
10.1088/1757-899x/890/1/012091,10.1016/j.surfcoat.2005.10.04
10.1002/2015ea000119,10.1007/bf028608072
10.4037/ajcc2020561,10.2340/16501977-2678
10.1145/2636328,10.5555/647995.742435
10.5812/ijhrba.36313,10.1080/00223891.1990.9673989
10.1007/s42399-020-00314-z,10.6091/ibj.1257.2014
10.1017/9781316338773.002,10.1191/1478003804cs0003oa
10.1016/j.clnu.2013.09.005,10.1097/01.sla.0000149300.28588.23
10.1161/01.res.79.5.1039,10.1161/res.49.3.7261259
10.1145/3310227,10.5555/1958473.1958487
10.1161/hs0302.104167,10.1161/circ.35.6.1141
10.1080/01443410.2019.1640349,10.1037/0022-0663.99.3
10.1007/s10904-017-0518-8,10.1016/j.ijleo.2015.10.15
10.1161/01.cir.54.1.91,10.1161/circ.37.5.789
10.1038/s41598-017-07137-4,10.1136/annrheumadis-2016-210645
10.1145/2808797.2809303,10.5555/2042182.2042202
10.1161/01.cir.0000064895.89033.97,10.1161/circ.102.16.1917
10.1080/15332691.2016.1141135,10.1007/978–3–319–03248–1
10.1161/01.res.0000187447.03525.72,10.1161/res.87.10.840
10.1161/circulationaha.106.671222,10.1161/circ.90.2.7519132
10.1161/01.hyp.36.5.801,10.1161/hyp.30.6.1410
10.1080/15435075.2020.1854261,10.11949/j..0438-1157.20180731
10.1177/0920203x17719431,10.1515/9780804785358
10.1177/1756284819832237,10.1038/nrcardio.2017.120.
10.1055/a-1142-6287,10.1055/s-0029-1252237
10.1145/2806416.2806436,10.5555/1756006.1859903
10.1161/01.cir.82.2.624,10.1161/circ.76.4.3115623
10.1080/13670050.2014.988116,10.1080/10573560601158461.
10.1161/01.hyp.37.6.1429,10.1161/circ.62.1.7379273
10.1161/01.atv.19.7.1681,10.1161/atvb.17.11.2576
10.1145/2822013.2822043,10.5555/525
10.1161/01.str.26.8.1319,10.1161/circ.71.3.3156007
10.1007/978-1-4419-7955-1_11,10.1209/0295â€“5075/77/59001
10.3389/fnbeh.2018.00206,10.1097/01.alc.0000021336.33310.6b
10.1161/01.atv.19.4.1142,10.1161/circ.96.5.1424
10.1080/21622965.2015.1064001,10.2307/2346101
10.1161/01.cir.0000143073.60937.50,10.1161/circ.96.10.3378
10.1145/2851553.2851558,10.5555/2032497.2032524
10.1007/978-3-030-47400-3_13,10.15376/biores.1.2.220-232
10.7759/cureus.11512,10.3389/fimmu.2020.01441
10.1161/01.cir.81.1.128,10.1161/circ.46.3.587
10.1002/9781119438519.ch79,10.1037/0022‐3514.58.4.644
10.1161/01.atv.0000094360.38911.71,10.1161/circ.93.7.1334
10.1560/ijes.58.3-4.275,10.1007/s11069-008-9315-6s
10.1161/01.cir.61.3.463,10.1161/res.45.1.445699
10.1002/9783527603978.mst0485,10.1088/1757‐899x/209/1/012087
10.1145/3183323,10.5555/1304060.1304521
10.1080/09640568.2020.1816933,10.1111/cobi.172
10.1161/01.str.30.1.34,10.1161/str.26.4.688
10.1177/0895904818823752,10.36366/frontiers.v15i1.217
10.1007/978-3-319-59632-7_8,10.1016/jleukres.2009.07.025
10.1145/2635648.2635649,10.5555/129099
10.1145/2816821,10.5555/1622637.1622653
10.1161/hc0102.101399,10.1161/res.85.1.23
10.1186/s40623-020-01241-y,10.1029/2011
10.1145/3197091.3197094,10.5555/1355340
10.1161/01.cir.87.2.330,10.1161/circ.78.3.3409507
10.1145/2873054,10.5555/1458645.1458647
10.1145/3240508.3240620,10.5555/3154630.3154674
10.1161/circinterventions.119.007879,10.1161/circ.105.11.1285
10.1161/01.str.30.10.2066,10.1161/str.22.2.2003281
10.35206/jan.620517,10.1016/j.plefa.2017.01.005.
10.1049/iet-map.2012.0594,10.1049/iet‐map.2009.0448
10.1108/ecam-10-2018-0454,10.1080/1745.2007.2019.1617672
10.1080/10407782.2016.1214498,10.1002/nme.4821.
10.1186/s12890-019-0928-1,10.1177/962280218794733
10.1161/circulationaha.107.756494,10.1161/circ.82.3.2394002
10.1145/1227504.1227489,10.5555/369340.369358
10.1177/8755293020902477,10.17603/ds2-4thk-d514.
10.1007/978-94-017-9597-5_3,10.1093/sybio/syt110
10.1161/atvbaha.108.175455,10.1161/res.89.3.211
10.1177/1179559x17734227,10.1016/j.ehj.2004.04.017.
10.1002/9781119057840.ch80,10.1111/j.1365‐2702.2005.01545.x
10.1080/14693062.2016.1258633,10.1787/5js4×001rqf8-en
10.1145/1037949.1024396,10.5555/549928.795752
10.1161/01.cir.96.7.2385,10.1161/circ.91.5.1461
10.3389/fnins.2020.598266,10.1186/s13014-018-1038-1036
10.1080/1088937x.2011.654355,10.5194/tc-f-849-2011
10.1111/jawr.12092,10.1111/j.1752-1688.2011.00605x
10.1161/01.hyp.33.3.806,10.1161/res.23.1.61
10.1161/01.res.48.3.416,10.1161/res.37.1.238753
10.3109/09638288.2015.1107764,10.1016/j.cpr.2009.02.00319299058
10.1080/17425247.2016.1213240,10.3928/1542887-20100215-35
10.1161/01.hyp.29.2.683,10.1161/res.76.2.276
10.1145/2983185.2983189,10.5555/827269.828992
10.1002/14651858.cd003177.pub5,10.1080/07315724.2014
10.1007/s10555-020-09950-2,10.1126/science.1225399.
10.1145/2535928,10.5555/53594.53605
10.1038/s41380-020-00974-2,10.2174/1871527315666160527155014.
10.1177/1043659616668396,10.1080/13625108701217026
10.1080/14647273.2018.1494390,10.1006/bbrc.2000.2953.
10.1007/978-4-431-56511-6_36,10.1038/cddis.2013.1416
10.3390/ijerph17113903,10.11867/j.issn.1001-8166.2005.03.0282
10.1088/1748-6041/10/5/055015,10.1021/ic025806&thinsp;&thinsp;+&thinsp;&thinsp;
10.1161/circulationaha.118.038820,10.1161/circ.67.5.6831665
10.1177/0146167212439212,10.1002/ejsp
10.1145/1282427.1282387,10.5555/646334.687801
10.1080/01431161.2014.903439,10.1016/j.rse.2011.12.023.
10.1145/1810891.1810912,10.5555/1297352.1297359
10.1161/01.cir.0000030189.27175.4e,10.1161/circ.91.2.476
10.1177/1524839916654461,10.1177/00022146510395592
10.1071/mu13028,10.1648/0273-857076.4.345
10.1145/2591062.2591066,10.5555/2486788.2486992
10.1186/s12913-019-4816-4,10.1186/s12960-12015-10001-y
10.1145/2043628.2043631,10.5555/647097.717000
10.1080/03630242.2018.1434587,10.1016/j.wombi.2014.1008.1002
10.1002/ece3.1113,10.1080/00028487.2010.550501
10.1161/01.cir.94.1.14,10.1161/res.71.6.1423937
10.1080/10408398.2020.1841090,10.1136/postgradmedj-2020-138712
10.1088/1361-6579/aad900,10.4449/aib.v142i4.414
10.1161/01.cir.92.12.3481,10.1161/circ.89.3.8124795
10.15446/rcdg.v28n2.73511,10.15446/rcdg.v21n2.322214
10.1080/02786826.2017.1408952,10.1002/3527601953.ch8/summary
10.1161/01.res.87.3.176,10.1161/res.87.3.207
10.1145/2741948.2741979,10.5555/1972495
10.1080/03057925.2013.828395,10.1080/03057920802083563.
10.1161/01.atv.17.1.149,10.1161/atvb.15.5.551
10.1161/01.cir.40.5.711,10.1161/circ.30.4.511
10.1080/01904167.2020.1844754,10.1007/s11104–008–9555–y
10.1161/01.str.0000127810.92616.78,10.1161/str.27.7.1205
10.1177/0266242619828264,10.1080/09585192.2016.1239215.
10.1186/s13643-018-0723-8,10.5688/ajpe808133
10.1080/10376178.2016.1190657,10.1111/j.1365–2702.2011.03878.x
10.1161/cir.0000000000000757,10.1161/str.26.7.1153
10.2196/resprot.6615,10.1111/j.2002.384.doc.x
10.1080/02757206.2016.1167052,10.1515/9780804795548
10.1038/s41598-019-40570-1,10.1016/j.bbalip.2018.03.002.
10.1161/01.cir.83.6.1849,10.1161/circ.82.4.2401072
10.1155/2013/962038,10.3892/mmr-00000178
10.1007/s13592-020-00777-y,10.1371/journal.pone.0099998.
10.1161/01.atv.16.4.523,10.1161/atv91.13.11.7692957
10.1017/9781316091869.008,10.15530/urtec-20172670034
10.1002/9781119721932.ch1,10.1111/j.1095‐8649.2004.00529.x
10.1145/2897824.2925897,10.5555/2381692.2381696
10.1038/s41598-019-47400-4,10.1007/s00328-019-04655-x
10.1161/circulationaha.113.007412,10.1161/circ.104.8.881
10.1161/hc3801.095661,10.1161/res.84.10.1186
10.1108/s0270-401320150000029001,10.1002/1096-8628(20010108)
10.1525/sp.2010.57.2.205,10.2307/2782404
10.1161/hq0102.101821,10.1161/circ.98.1.82
10.3389/fneur.2014.00218,10.1684/epd.2010.0334
10.1145/3314419,10.5555/2779626.2779777
10.1161/01.atv.18.1.92,10.1161/str.25.5.8165687
10.1007/s10142-019-00718-8,10.1091/mbc.e02080468
10.1007/s13351-019-8159-1,10.3878/j.sssn.1006-9895.1408.14133
10.1161/circulationaha.108.190690,10.1161/circ.94.6.1379
10.1136/jnnp-2020-324491,10.7861/clinmed.2020-0213
10.1145/1394608.1382128,10.5555/998680.1006708
10.1161/circulationaha.115.019645,10.1161/circ.98.7.628
10.1161/01.str.30.9.1969,10.1161/str.27.6.1124
10.1002/2014gc005506,10.1093/petrology.egm051
10.1007/s11199-017-0817-0,10.1191/1478008706qp063oa
10.1161/01.hyp.4.3.444,10.1161/res.48.5.6260396
10.1161/01.cir.96.2.442,10.1161/circ.77.3.2449299
10.3389/fpubh.2018.00361,10.1016/j.jsams.2012.11.88
10.1161/01.res.73.3.534,10.1161/circ.72.4.4028384
10.1145/3183440.3194997,10.5555/2337223.2337267
10.1145/3334480.3382973,10.5555/1358262.1358271
10.1155/2016/4206392,10.3892/ijmm-00000479
10.1007/s11053-019-09556-8,10.1007/s12040-018-0980
10.1161/circep.115.003366,10.1161/circ.88.3.8353918
10.3389/fnhum.2018.00179,10.1136/jnnp.72.suppl_1.i3
10.1161/01.cir.72.5.1125,10.1161/res.24.3.339
10.1161/01.str.0000089014.59668.04,10.1161/str.25.10.7916502
10.1161/01.res.67.4.1040,10.1161/circ.61.4.7357719
10.1080/02726351.2016.1138262,10.1080/02726350902775988.
10.1177/019874291203700302,10.177/071932510361247
10.1080/13816810.2019.1698618,10.002/ajmg.a.10146
10.1101/2020.11.20.390955,10.2174/1874609809666160630
10.1161/01.str.27.2.303,10.1161/str.18.3.3296333
10.1080/1041794x.2011.634478,10.1016/50363–8111(03)00042–0
10.2478/s11696-013-0486-6,10.1016/j.jinorgbio.2007.11.018.http://dx.doi.org/10.1016/j.jinorgbio.2007.11.018
10.1161/01.hyp.37.4.1114,10.1161/hyp.34.6.1301
10.1080/17499518.2014.1000341,10.1126/science.3563507.
10.1088/0957-4484/19/11/115605,10.1021/n1010095i
10.1080/07421656.2015.1028007,10.1348/147608305×52577
10.1080/24694452.2015.1135725,10.1515/9780804777520
10.1161/01.hyp.35.1.193,10.1161/res.84.9.1073
10.1002/ece3.2854,10.1111/j.2007.0906-7590.05203.x
10.1177/1087054714562587,10.1080/1529519090321284406
10.1145/2925416,10.5555/1789694.1789712
10.1161/circep.117.005393,10.1161/str.22.8.1866765
10.1161/01.cir.54.4.538,10.1161/circ.49.2.226
10.1017/9781108605571.010,10.1515/9780804782081
10.2174/1871520620666200422073622,10.1200/jco.2013.31.15_suppl.9013
10.1080/19424620903471681,10.1037/0033–2909.118.1.3
10.3389/fphys.2020.00386,10.1038/s41577-019-0165-160
10.3389/fphys.2019.01384,10.1123/ijspp.2015-58
10.1161/01.cir.95.6.1601,10.1161/res.48.4.6450649
10.1161/01.atv.0000073312.34450.16,10.1161/atvb.17.1.188
10.1049/mnl.2017.0648,10.1088/0957‐4484/20/8/085102
10.1177/1078087420974750,10.1371/journal.pone.0168838.
10.1161/01.res.62.3.554,10.1161/circ.53.3.1248076
10.1007/s13410-015-0413-1,10.1159/0000115118
10.1161/01.str.20.12.1674,10.1161/str.18.5.3114918
10.1080/1369118x.2016.1139613,10.1177/027046761038000
10.1161/01.atv.15.9.1388,10.1161/atv91.13.6.8499401
10.1101/637116,10.1016/j.jmb.2018.1004.1013
10.1161/hypertensionaha.111.177873,10.1161/str.23.5.1579969
10.1007/s10886-020-01207-0,10.1002/jez.a
10.26453/otjhs.459641,10.1007/s11255-018-1934-6.
10.1007/s00704-020-03386-y,10.9790/4861-0805037684
10.1038/s42003-020-1051-9,10.5281/zenodo.3817039
10.1161/01.atv.0000174588.50971.1a,10.1161/circ.91.11.2844
10.1161/01.cir.93.10.1809,10.1161/str.25.1.8266385
10.1007/978-981-13-9081-4_4,10.1360/ya1993-36-1-83
10.1086/319594,10.1059/0003-4819-95-3-306
10.1145/222132.222148,10.5555/1267257.1267276
10.1161/01.atv.16.12.1430,10.1161/circ.79.1.2642759
10.3835/plantgenome2009.12.0029,10.1007/s00122‐008‐0728‐0
10.1080/16742834.2013.11447088,10.3354/cr01045.
10.1161/01.cir.93.2.284,10.1161/circ.91.8.2264
10.1080/15592294.2020.1788325,10.2307/2346101
10.1145/3319008.3319354,10.5555/2886444.2886485
10.1080/14681994.2016.1237771,10.1177/089124320201600300d
10.1161/01.res.81.3.311,10.1161/res.81.3.320
10.2478/s11696-013-0401-1,10.1021/jp9530562.http://dx.doi.org/10.1021/jp9530562
10.1145/2089116.2089123,10.5555/647520.727850
10.1145/2644865.2541947,10.5555/1387709.1387714
10.1145/1353534.1346307,10.5555/645988.674176
10.1007/978-3-319-45166-4_16,10.1080/02796015.2007.12087940
10.1161/01.cir.67.2.258,10.1161/circ.61.2.7351060
10.3389/fcell.2019.00390,10.1038/s41598-018-34559-34555
10.4061/2011/587650,10.1136/bmj.b80
10.3390/recycling5030015,10.15662/ijareeie.2014.0312053
10.1161/circulationaha.106.627703,10.1161/circ.98.4.300
10.1161/01.res.24.2.269,10.1161/res.8.6.1254
10.1161/circresaha.118.312017,10.1161/circ.94.4.667
10.1161/hypertensionaha.111.189761,10.1161/circ.97.25.2494
10.3389/fphys.2018.00641,10.1183/09031936.001
10.1057/s41254-017-0089-z,10.1515/9780691214252
10.3280/pds2014-003005,10.1007/s10464-008-9162-
10.1145/3092840,10.5555/2881296.2881317
10.1111/ajsp.12339,10.1111/j.1365‐2648.1992.tb01843.x
10.1088/1748-9326/aaac87,10.1175/1520-0442(2002)015&lt;0124:trocsa&gt;2.0.co;2
10.1161/01.cir.0000153349.77489.cf,10.1161/circ.100.12.1316
10.14778/1453856.1453909,10.5555/1315451.1315476
10.2478/s11696-013-0498-2,10.1021/jf053162t.http://dx.doi.org/10.1021/jf053162t
10.1161/jaha.115.002836,10.1161/res.64.4.2702734
10.1145/1037187.1024414,10.5555/645988.674158
10.1161/01.cir.83.4.1294,10.1161/circ.74.6.3536151
10.1002/9781119011071.iemp0191,10.1016/s0065‐2601(08)60214‐2
10.2478/s11696-014-0593-z,10.1021/jf101152m.http://dx.doi.org/10.1021/jf101152m
10.1057/s41267-018-0182-4,10.1057/s41267-018-0181-5.
10.1080/14992027.2019.1602738,10.1111/j.1524-4733.2008
10.1007/s40473-017-0125-6,10.1089/10755530260511810.
10.1007/s11120-020-00710-5,10.1164/arrd.1973.108.1.101
10.1161/01.hyp.4.6.821,10.1161/res.32.6.678
10.1161/01.cir.84.3.1087,10.1161/circ.53.4.1253383
10.1161/circimaging.108.782433,10.1161/circ.82.4.2205413
10.4018/978-1-4666-6252-0.ch010,10.1016/j
10.1369/0022155419886263,10.1242/jcs.072058.
10.1002/per.1861,10.1037/0022–3514.89.3.277
10.1007/978-3-658-06616-1_9,10.1007/s11618-004-0058-1.
10.3835/plantgenome2017.11.0100,10.1186/s12870‐016‐0877‐2
10.1161/01.str.22.10.1236,10.1161/str.16.3.4002260
10.1161/01.res.55.3.278,10.1161/res.37.1.1149184
10.2514/6.2019-2664,10.3397/1
10.1161/01.cir.53.5.902,10.1161/circ.43.5.667
10.1161/01.hyp.0000120155.48024.6f,10.1161/hyp.26.1.137
10.1161/01.res.0000108082.76667.f4,10.1161/res.89.10.856
10.1161/01.cir.45.2.358,10.1161/circ.41.2.191
10.3724/sp.j.1105.2008.00667,10.1002/1521-3773(20021202)41:23
10.1161/01.cir.61.2.328,10.1161/res.39.1.819179
10.1161/01.cir.0000097120.26062.fe,10.1161/circ.104.25.3039
10.1161/01.str.17.1.58,10.1161/str.9.3.644614
10.17116/kardio20169668-73,10.1093/eurheartj/eht1512159-2219
10.1161/01.cir.56.3.457,10.1161/circ.44.4.575
10.21205/deufmd.2020226415,10.1242/jeb.019844.
10.1215/9780822389118-011,10.1515/9781400820726
10.1080/21645515.2020.1723363,10.1007/bf02987752
10.2139/ssrn.2824979,10.1016/0001-6918
10.1161/01.cir.87.4.1405,10.1161/circ.72.6.4064275
10.2478/s11696-012-0226-3,10.1016/j.tibtech.2008.07.009.http://dx.doi.org/10.1016/j.tibtech.2008.07.009
10.1161/01.cir.62.5.1099,10.1161/circ.45.3.672
10.1161/01.res.28.3.377,10.1161/res.16.6.527
10.1080/01932691.2020.1789471,10.5923/j.fph.20160601.04
10.1161/strokeaha.115.009729,10.1161/str.33.1.200
10.1007/978-3-030-12298-0_8,10.1093/femsec/iw180
10.1161/01.cir.49.4.673,10.1161/circ.46.2.309
10.1101/396093,10.1371/journal.pone.0144927.
10.1007/s12094-020-02475-8,10.1200/jco.2013.31.15_suppl.3617
10.1145/3340531.3417440,10.14778/3364324.3364330
10.2478/s11696-013-0438-1,10.1021/ma980900o.http://dx.doi.org/10.1021/ma980900o
10.1161/circinterventions.116.004058,10.1161/circ.89.5.8181158
10.1161/01.str.29.11.2381,10.1161/str.22.5.2028496
10.1007/978-981-10-0024-9_4,10.1515/9780691214252
10.1145/3290605.3300787,10.5555/2478535.2478597
10.1080/02678292.2014.889232,10.1021/j100716a006.
10.1161/01.cir.80.5.1476,10.1161/res.19.4.774
10.1080/00918369.2020.1826834,10.111/hcre.12020
10.1007/s11270-020-04639-2,10.1016/j.marpolbul.2017.09.04.
10.1007/s40135-019-00206-z,10.1136/bmjophth-2016-000006
10.1002/2014gl062121,10.1111/j.1749‐6632.2011.06276.x
10.1007/s10552-020-01358-1,10.1136/bmjopen-2017-021080)
10.3389/fgene.2019.00745,10.1016/j.aquaculture.2010.02.009.
10.2478/v10007-008-0030-3,"10.1016/j.memsci.2008,02,059"
10.1161/strokeaha.107.186094,10.1161/str.33.1.160
10.1161/01.str.19.4.455,10.1161/str.18.3.3109078
10.2478/s11696-008-0102-3,10.1016/j.chemosphere.2006.03.016.http://dx.doi.org/10.1016/j.chemosphere.2006.03.016
10.1016/j.cca.2020.02.026,10.1186/cc9257
10.1145/2642937.2643008,10.5555/1193212.1193786
10.1161/01.cir.0000013773.67850.ba,10.1161/circ.69.3.6692511
10.1049/mnl.2019.0236,10.1007/s00339‐009‐5499‐1
10.1007/978-3-319-42563-4_17,10.1148/radiol
10.1145/2815675.2815679,10.5555/1251086.1251117
10.1038/sj.bdj.2018.520,10.1002/j.0022-0337.2004.68.3.tb03755.x
10.26468/trakyasobed.464626,10.1007/s00038-012-0387-4.
10.1161/01.hyp.36.5.845,10.1161/hyp.34.4.659
10.1017/9781108867924.010,10.5040/9780755625215
10.1161/hh0701.089955,10.1161/atvb.16.1.19
10.1161/01.cir.0000034508.55617.65,10.1161/circ.103.13.1721
10.3280/pds2016-002004,10.2307/264816
10.23932/2542-0240-2020-13-6-2,10.1596/978-1-4648-1553-9
10.1161/01.res.64.5.1030,10.1161/res.60.3.3034448
10.1177/0959683617721327,10.1126/science.1160485.
10.15171/ijbsm.2017.25,10.1043/1543-2165-132.12.1929
10.1080/23328940.2017.1301851,10.1016/j.enbuild.2005.02.008.
10.1161/circimaging.108.831164,10.1161/circ.105.4.539
10.1525/cond.2011.100220,10.2307/4222012
10.1007/s13178-018-0321-5,10.2307/40221718
10.1101/378711,10.1038/ncomms12684.
10.1161/strokeaha.109.568790,10.1161/str.20.7.2749846
10.3389/fimmu.2020.00184,10.5829/idosi.ajn.2014.3.3.93210
10.1161/01.cir.94.6.1465,10.1161/circ.89.1.8281677
10.1053/j.seminhematol.2019.02.002,10.1182/blood-2018-99-110449
10.1161/01.str.14.3.388,10.1161/str.11.4.7414663
10.1002/9781119536260.ch3,10.1016/0011‐9164(89)80010‐4
10.1080/15309576.2017.1313168,10.2307/1808698
10.1145/1041680.1041682,10.5555/850927.851782
10.1080/1369118x.2015.1125936,10.11111/j.1541-0064.2012.00444.x
10.1186/s12912-016-0170-6,10.3109/00016349.2010.50009
10.1161/01.res.77.6.1240,10.1161/circ.25.6.1015
10.1161/circulationaha.108.847707,10.1161/circ.105.4.516
10.1080/02626667.2014.992790,10.1111/j1745-6592.2011.01361.x
10.1101/439562,10.1038/nprot2008.211
10.1161/01.cir.76.1.226,10.1161/res.57.3.4028346
10.3389/fcell.2020.588851,10.1038/s41380-019-0561-567
10.2196/preprints.13830,10.1186/s12913-018-3492-0)
10.1007/978-981-13-0134-6_5,10.1108/014254511111121777
10.1177/1043659618811918,10.111/jonm.12198
10.1111/eie.12158,10.1111/17548845.2012.11912468
10.7326/m20-5665,10.4314/ejhs.v28i6.15
10.1007/s00213-019-05385-y,10.3109/07420528.2015.1060243
10.1161/01.str.31.10.2450,10.1161/str.30.9.1955
10.1145/3338906.3340461,10.5555/2608066.2608131
10.1038/s41598-017-14023-6,10.1371/journal.pone.004142
10.1080/17523280802593301,10.1037//0735–7028.32.1.97
10.1161/01.hyp.29.1.361,10.1161/circ.86.6.1451262
10.1161/01.cir.66.4.717,10.1161/circ.47.6.1147
10.1177/1178646919831677,10.1128/aem.02508-16.
10.1080/10253890.2017.1336535,10.1016/j.psyneuen.2015.11.003.
10.1145/3394486.3403097,10.5555/3018874.3018875
10.1099/mic.0.046607-0,10.1007/s12275-007-0233-1.
10.1002/oa.2538,10.1597/1545-1569
10.1007/s11846-020-00385-1,10.1080/08853134.1994.10753983
10.4018/978-1-5225-8359-2.ch020,10.1353/csa.2013.0000
10.3280/sur2019-118003,10.1080/1360481090298217
10.2307/1388918,10.2307/2775637
10.1177/1084822319890101,10.1111/jonm.12871.
10.1145/3200200,10.5555/645926.672019
10.2307/4083196,10.2307/1656388
10.7717/peerj.1900,10.17520/biods.2004014
10.1145/3133869,10.5555/3049832.3049857
10.1177/0883911515627178,10.1002/jbm.b.33472.
10.1161/01.res.0000014489.24705.71,10.1161/atvb.18.6.922
10.3389/fmicb.2020.562934,10.1073/pnas.07308451
10.1080/13670050.2013.831025,10.1016/j.tics.2008.01.008.
10.1080/15298868.2016.1241822,10.1037/h003558237/0022-3514.46.6.1335
10.1161/01.str.22.11.1414,10.1161/str.6.1.62
10.2478/s11696-009-0060-4,10.1038/84168.http://dx.doi.org/10.1038/84168
10.1101/2020.08.17.253930,10.1093/aob/
10.1145/3055031.3055090,10.5555/1109557.1109687
10.1177/0043820018776410,10.1080/13571516.2014.968454.
10.7554/elife.51260,10.1068/v070821
10.1080/09638237.2019.1608932,10.1177/089124305278639
10.1161/01.res.0000177922.62341.f2,10.1161/circ.98.18.1921
10.2478/s11686-009-0049-8,10.2307/3284227.http://dx.doi.org/10.2307/3284227
10.1145/1880022.1880035,10.5555/872752.873511
10.1177/0734242x20941076,10.17485/ijst/2010/v3i5.7
10.3390/insects9020072,10.1007/82
10.1080/22243534.2015.11828337,10.1016/jjretconser.2004.05.002
10.1101/164160,10.1093/gerona/glu086.
10.1161/01.cir.101.15.1874,10.1161/circ.52.2.1149201
10.1136/thoraxjnl-2018-211886,10.1093/humrep/
10.1186/s12910-018-0292-3,10.2196/jmir.4415.
10.1007/978-3-319-59918-2_25,10.1186/1745–6215–10-60
10.1007/s12410-020-9534-0,10.1159/000499835.
10.2196/12047,10.2196/jmir.9330
10.1002/2016ms000685,10.1002/wcc373
10.1139/cjps-2015-0304,10..annurev.pp.29.060178.002021
10.1007/978-3-319-28782-9_8,10.1021/nl1080323+
10.3389/fphar.2019.01484,10.1073/pnas.83.82496
10.1007/s11306-019-1572-8,10.3109/03602532.2015.1076437
10.3280/asur2016-116006,10.1016/j.jtrangeo.2010.07.00
10.1161/01.res.67.1.154,10.1161/res.48.3.7460207
10.1007/s13213-016-1220-8,10.3969/gab.029.001005
10.35607/kjoa.38.1.201712.006,10.1002/dvdy.24182.
10.1080/0092623x.2014.958788,10.1016/0005–7967(90)90004–3
10.2307/1311213,10.2307/2097113
10.1093/ndt/gfr076,10.1059/0003-4819-150-9-200905050-00006
10.1080/10584609.2016.1227000,10.1126/-science.aaa1160
10.1161/01.res.69.4.965,10.1161/res.68.5.2018989
10.35607/kjoa.38.1.201712.002,10.1002/bmc.454.
10.1108/mrr-05-2020-0298,10.1234/12345678
10.1007/s11892-018-1018-0,10.1353/hpu.2010.0921.
10.1145/1924421.1924444,10.5555/1939399.1939423
10.1099/mic.0.045542-0,10.1093/nar/28.1.72.
10.1525/cond.2013.120130,10.2307/4090558
10.3390/life5010269,10.1111/1462–2920.12509
10.1007/978-3-030-03694-2_4,10.1016/j.maturitas.2014.11.018.
10.1161/01.cir.65.6.1106,10.1161/circ.52.1.1132119
10.1161/strokeaha.117.019081,10.1161/str.32.10.2426
10.1161/jaha.117.008073,10.1161/circ.96.4.1102
10.1161/circresaha.118.311208,10.1161/res.83.1.15
10.1111/pce.12644,10.1534/g1533.1112.005363
10.1007/s10845-015-1055-3,10.1007/s1084501307951
10.3389/fpsyg.2014.01133,10.1007/3-540-05462-6_2
10.1161/01.str.25.6.1234,10.1161/str.17.5.3764959
