Invalid_cited_DOI,Cleaned_prefix_DOI
10.1016/j.matchemphys.2008.06.019.http://dx.doi.org/10.1016/j.matchemphys.2008.06.019,10.1016/j.matchemphys.2008.06.019
10.2174/1385272043370041.http://dx.doi.org/10.2174/1385272043370041,10.2174/1385272043370041
10.2478/s11696-010-0012-z.http://dx.doi.org/10.2478/s11696-010-0012-z,10.2478/s11696-010-0012-z
10.1016/j.matchemphys.2011.02.072.http://dx.doi.org/10.1016/j.matchemphys.2011.02.072,10.1016/j.matchemphys.2011.02.072
10.1021/ie50566a023.http://dx.doi.org/10.1021/ie50566a023,10.1021/ie50566a023
10.1007/s00508-007-0851-y.http://dx.doi.org/10.1007/s00508-007-0851-y,10.1007/s00508-007-0851-y
10.1149/1.3265469.http://dx.doi.org/10.1149/1.3265469,10.1149/1.3265469
10.1007/s004360050259.http://dx.doi.org/10.1007/s004360050259,10.1007/s004360050259
10.1016/j.ijpara.2006.03.008.http://dx.doi.org/10.1016/j.ijpara.2006.03.008,10.1016/j.ijpara.2006.03.008
10.1080/03067319508041335.http://dx.doi.org/10.1080/03067319508041335,10.1080/03067319508041335
10.1016/j.ceramint.2009.05.035.http://dx.doi.org/10.1016/j.ceramint.2009.05.035,10.1016/j.ceramint.2009.05.035
10.1016/j.procbio.2008.04.016.http://dx.doi.org/10.1016/j.procbio.2008.04.016,10.1016/j.procbio.2008.04.016
10.3390/molecules16021603.http://dx.doi.org/10.3390/molecules16021603,10.3390/molecules16021603
10.1080/00103621003592341.http://dx.doi.org/10.1080/00103621003592341,10.1080/00103621003592341
10.1093/toxsci/kfm018.http://dx.doi.org/10.1093/toxsci/kfm018,10.1093/toxsci/kfm018
10.1021/ja954126l.http://dx.doi.org/10.1021/ja954126l,10.1021/ja954126l
10.1180/claymin.2008.043.2.01.http://dx.doi.org/10.1180/claymin.2008.043.2.01,10.1180/claymin.2008.043.2.01
10.1021/jo970481d.http://dx.doi.org/10.1021/jo970481d,10.1021/jo970481d
10.1021/ja01236a048.http://dx.doi.org/10.1021/ja01236a048,10.1021/ja01236a048
10.1021/nl203463z.http://dx.doi.org/10.1021/nl203463z,10.1021/nl203463z
10.1007/s12221-011-0886-6.http://dx.doi.org/10.1007/s12221-011-0886-6,10.1007/s12221-011-0886-6
10.1093/bioinformatics/btm157http://dx.doi.org/10.1093/bioinformatics/btm157,10.1093/bioinformatics/btm157
10.1016/j.jdent.2011.03.009.http://dx.doi.org/10.1016/j.jdent.2011.03.009,10.1016/j.jdent.2011.03.009
10.1111/j.1463-6409.1989.tb00459.x.http://dx.doi.org/10.1111/j.1463-6409.1989.tb00459.x,10.1111/j.1463-6409.1989.tb00459.x
10.1007/s004420050248.http://dx.doi.org/10.1007/s004420050248,10.1007/s004420050248
10.1016/j.polymer.2005.11.065.http://dx.doi.org/10.1016/j.polymer.2005.11.065,10.1016/j.polymer.2005.11.065
10.1016/0021-9673(92)80379-9.http://dx.doi.org/10.1016/0021-9673(92)80379-9,10.1016/0021-9673(92)80379-9
10.1016/j.quageo.2012.04.020.http://dx.doi.org/10.1016/j.quageo.2012.04.020,10.1016/j.quageo.2012.04.020
10.1007/s10563-007-9038-9.http://dx.doi.org/10.1007/s10563-007-9038-9,10.1007/s10563-007-9038-9
10.1007/s00436-001-0574-3.http://dx.doi.org/10.1007/s00436-002-0616-5,10.1007/s00436-002-0616-5
10.1016/j.ceramint.2009.11.006.http://dx.doi.org/10.1016/j.ceramint.2009.11.006,10.1016/j.ceramint.2009.11.006
10.1007/s10854-008-9787-x.http://dx.doi.org/10.1007/s10854-008-9787-x,10.1007/s10854-008-9787-x
10.2317/0211.01.1.http://dx.doi.org/10.2317/0211.01.1,10.2317/0211.01.1
10.1021/ac9912303.http://dx.doi.org/10.1021/ac9912303,10.1021/ac9912303
10.1002/cjce.5450790116.http://dx.doi.org/10.1002/cjce.5450790116,10.1002/cjce.5450790116
10.1063/1.1575734.http://dx.doi.org/10.1063/1.1575734,10.1063/1.1575734
10.1149/1.3079619.http://dx.doi.org/10.1149/1.3079619,10.1149/1.3079619
10.1021/ja02268a002http://dx.doi.org/10.1021/ja02268a002,10.1021/ja02268a002
10.1002/adsc.200303224.http://dx.doi.org/10.1002/adsc.200303224,10.1002/adsc.200303224
10.1002/aic.11399.http://dx.doi.org/10.1002/aic.11399,10.1002/aic.11399
10.1080/01647950903524158.http://dx.doi.org/10.1080/01647950903524158,10.1080/01647950903524158
10.1002/anie.200701252.http://dx.doi.org/10.1002/anie.200701252,10.1002/anie.200701252
10.1016/j.catcom.2007.06.010.http://dx.doi.org/10.1016/j.catcom.2007.06.010,10.1016/j.catcom.2007.06.010
10.1016/j.ijhydene.2005.06.029.http://dx.doi.org/10.1016/j.ijhydene.2005.06.029,10.1016/j.ijhydene.2005.06.029
10.1002/ejic.200800658.http://dx.doi.org/10.1002/ejic.200800658,10.1002/ejic.200800658
10.1205/cherd06179.http://dx.doi.org/10.1205/cherd06179,10.1205/cherd06179
10.2478/s11696-012-0141-7.http://dx.doi.org/10.2478/s11696-012-0141-7,10.2478/s11696-012-0141-7
10.1016/j.compchemeng.2004.09.018.http://dx.doi.org/10.1016/j.compchemeng.2004.09.018,10.1016/j.compchemeng.2004.09.018
10.1016/j.memsci.2011.02.030.http://dx.doi.org/10.1016/j.memsci.2011.02.030,10.1016/j.memsci.2011.02.030
10.1038/nature13908.http://dx.doi.org/10.1038/13908,10.1038/nature13908
10.1016/j.cej.2005.12.008.http://dx.doi.org/10.1016/j.cej.2005.12.008,10.1016/j.cej.2005.12.008
10.1016/0022-0728(95)04096-7.http://dx.doi.org/10.1016/0022-0728(95)04096-7,10.1016/0022-0728(95)04096-7
10.1016/j.ejmech.2008.10.024.http://dx.doi.org/10.1016/j.ejmech.2008.10.024,10.1016/j.ejmech.2008.10.024
10.1007/s10947-009-0015-1.http://dx.doi.org/10.1007/s10947-009-0015-1,10.1007/s10947-009-0015-1
10.1016/j.conbuildmat.2010.08.003.http://dx.doi.org/10.1016/j.conbuildmat.2010.08.003,10.1016/j.conbuildmat.2010.08.003
10.1002/adma.200802289.http://dx.doi.org/10.1002/adma.200802289,10.1002/adma.200802289
10.1007/s00018-004-4239-0.http://dx.doi.org/10.1007/s00018-004-4239-0,10.1007/s00018-004-4239-0
10.1021/es970860o.http://dx.doi.org/10.1021/es970860o,10.1021/es970860o
10.1080/10643380490265117.http://dx.doi.org/10.1080/10643380490265117,10.1080/10643380490265117
10.1016/0168-9452(95)04058-3.http://dx.doi.org/10.1016/0168-9452(95)04058-3,10.1016/0168-9452(95)04058-3
10.1016/j.vetpar.2006.01.017http://dx.doi.org/10.1016/j.vetpar.2006.01.017,10.1016/j.vetpar.2006.01.017
10.1016/j.brainres.2009.09.016.http://dx.doi.org/10.1016/j.brainres.2009.09.016,10.1016/j.brainres.2009.09.016
10.1016/j.jhazmat.2008.10.086.http://dx.doi.org/10.1016/j.jhazmat.2008.10.086,10.1016/j.jhazmat.2008.10.086
10.1016/j.jelechem.2008.06.011.http://dx.doi.org/10.1016/j.jelechem.2008.06.011,10.1016/j.jelechem.2008.06.011
10.1002/marc.1994.030151204.http://dx.doi.org/10.1002/marc.1994.030151204,10.1002/marc.1994.030151204
10.1478/s11696-009-0061-3.http://dx.doi.org/10.2478/s11696-009-0061-3,10.2478/s11696-009-0061-3
10.1007/s11230-010-9268-5.http://dx.doi.org/10.1007/s11230-010-9268-5,10.1007/s11230-010-9268-5
10.1007/s00217-006-0427-5.http://dx.doi.org/10.1007/s00217-006-0427-5,10.1007/s00217-006-0427-5
10.1016/0169-4758(96)80822-2.http://dx.doi.org/10.1016/0169-4758(96)80822-2,10.1016/0169-4758(96)80822-2
10.1016/j.vetpar.2009.09.048http://dx.doi.org/10.1016/j.vetpar.2009.09.048,10.1016/j.vetpar.2009.09.048
10.1016/j.matlet.2012.07.058.http://dx.doi.org/10.1016/j.matlet.2012.07.058,10.1016/j.matlet.2012.07.058
10.1002/adfm.200305036.http://dx.doi.org/10.1002/adfm.200305036,10.1002/adfm.200305036
10.1016/j.matlet.2011.01.075.http://dx.doi.org/10.1016/j.matlet.2011.01.075,10.1016/j.matlet.2011.01.075
10.1016/0009-2509(92)80232-2.http://dx.doi.org/10.1016/0009-2509(92)80232-2,10.1016/0009-2509(92)80232-2
10.1002/jmor.10265.http://dx.doi.org/10.1002/jmor.10265,10.1002/jmor.10265
10.1016/j.apcata.2005.08.021.http://dx.doi.org/10.1016/j.apcata.2005.08.021,10.1016/j.apcata.2005.08.021
10.1016/j.tetlet.2007.03.075.http://dx.doi.org/10.1016/j.tetlet.2007.03.075,10.1016/j.tetlet.2007.03.075
10.1111/j.1574-6968.1980.tb05599.x.http://dx.doi.org/10.1111/j.1574-6968.1980.tb05599.x,10.1111/j.1574-6968.1980.tb05599.x
10.1021/ac2028886.http://dx.doi.org/10.1021/ac2028886,10.1021/ac2028886
10.1080/00397910500297255.http://dx.doi.org/10.1080/00397910500297255,10.1080/00397910500297255
10.1016/0001-8686(96)00295-3.http://dx.doi.org/10.1016/0001-8686(96)00295-3,10.1016/0001-8686(96)00295-3
10.1016/j.microc.2004.03.019.http://dx.doi.org/10.1016/j.microc.2004.03.019,10.1016/j.microc.2004.03.019
10.1098/rspb.1982.0013.http://dx.doi.org/10.1098/rspb.1982.0013,10.1098/rspb.1982.0013
10.1016/j.ccr.2011.12.005.http://dx.doi.org/10.1016/j.ccr.2011.12.005,10.1016/j.ccr.2011.12.005
10.1016/j.chemosphere.2006.04.025.http://dx.doi.org/10.1016/j.chemosphere.2006.04.025,10.1016/j.chemosphere.2006.04.025
10.1021/jp065980+.http://dx.doi.org/10.1021/jp065980+,10.1021/jp065980+
10.1016/j.hydromet.2006.04.004.http://dx.doi.org/10.1016/j.hydromet.2006.04.004,10.1016/j.hydromet.2006.04.004
10.1039/c2ra01056a.http://dx.doi.org/10.1039/c2ra01056a,10.1039/c2ra01056a
10.1039/b001642j.http://dx.doi.org/10.1039/b001642j,10.1039/b001642j
10.1016/j.colsurfb.2012.03.025.http://dx.doi.org/10.1016/j.colsurfb.2012.03.025,10.1016/j.colsurfb.2012.03.025
10.1007/s00775-007-0315-x.http://dx.doi.org/10.1007/s00775-007-0315-x,10.1007/s00775-007-0315-x
10.2478/s11687-009-0039-2http://dx.doi.org/10.2478/s11687-009-0039-2,10.2478/s11687-009-0039-2
10.3184/030823403103173624.http://dx.doi.org/10.3184/030823403103173624,10.3184/030823403103173624
10.1021/es0259988.http://dx.doi.org/10.1021/es0259988,10.1021/es0259988
10.1038/060029b0.http://dx.doi.org/10.1038/060029b0,10.1038/060029b0
10.1016/j.jcis.2013.02.021.http://dx.doi.org/10.1016/j.jcis.2013.02.021,10.1016/j.jcis.2013.02.021
10.1016/j.carbpol.2011.07.070.http://dx.doi.org/10.1016/j.carbpol.2011.07.070,10.1016/j.carbpol.2011.07.070
10.1016/j.polymer.2008.12.016.http://dx.doi.org/10.1016/j.polymer.2008.12.016,10.1016/j.polymer.2008.12.016
10.1021/ac049318q.http://dx.doi.org/10.1021/ac049318q,10.1021/ac049318q
10.1007/s10340-005-0100-y.http://dx.doi.org/10.1007/s10340-005-0100-y,10.1007/s10340-005-0100-y
10.1021/cr00035a013.http://dx.doi.org/10.1021/cr00035a013,10.1021/cr00035a013
10.1016/j.jconrel.2010.01.030.http://dx.doi.org/10.1016/j.jconrel.2010.01.030,10.1016/j.jconrel.2010.01.030
10.1016/j.clay.2008.02.006.http://dx.doi.org/10.1016/j.clay.2008.02.006,10.1016/j.clay.2008.02.006
10.1111/j.1096-3642.1987.tb01417.x.http://dx.doi.org/10.1111/j.1096-3642.1987.tb01417.x,10.1111/j.1096-3642.1987.tb01417.x
10.1021/ma0710636.http://dx.doi.org/10.1021/ma0710636,10.1021/ma0710636
10.1016/j.jinorgbio.2006.04.009.http://dx.doi.org/10.1016/j.jinorgbio.2006.04.009,10.1016/j.jinorgbio.2006.04.009
10.1016/0022-2313(82)90018-7.http://dx.doi.org/10.1016/0022-2313(82)90018-7,10.1016/0022-2313(82)90018-7
10.1002/marc.1997.030180502.http://dx.doi.org/10.1002/marc.1997.030180502,10.1002/marc.1997.030180502
10.1016/j.bios.2005.12.013.http://dx.doi.org/10.1016/j.bios.2005.12.013,10.1016/j.bios.2005.12.013
10.1016/j.ijpharm.2008.11.022.http://dx.doi.org/10.1016/j.ijpharm.2008.11.022,10.1016/j.ijpharm.2008.11.022
10.1046/j.1365-2672.2002.01577.x.http://dx.doi.org/10.1046/j.1365-2672.2002.01577.x,10.1046/j.1365-2672.2002.01577.x
10.1016/j.ejmech.2010.05.067.http://dx.doi.org/10.1016/j.ejmech.2010.05.067,10.1016/j.ejmech.2010.05.067
10.1080/00222930802254789.http://dx.doi.org/10.1080/00222930802254789,10.1080/00222930802254789
10.2478/s11696-010-0016-8.http://dx.doi.org/10.2478/s11696-010-0016-8,10.2478/s11696-010-0016-8
10.1111/j.1365-3113.1993.tb00669.x.http://dx.doi.org/10.1111/j.1365-3113.1993.tb00669.x,10.1111/j.1365-3113.1993.tb00669.x
10.1016/j.chroma.2004.09.052.http://dx.doi.org/10.1016/j.chroma.2004.09.052,10.1016/j.chroma.2004.09.052
10.1021/cc980005g.http://dx.doi.org/10.1021/cc980005g,10.1021/cc980005g
10.1016/j.biortech.2012.01.135.http://dx.doi.org/10.1016/j.biortech.2012.01.135,10.1016/j.biortech.2012.01.135
10.1016/j.scitotenv.2003.08.027http://dx.doi.org/10.1016/j.scitotenv.2003.08.027,10.1016/j.scitotenv.2003.08.027
10.1016/j.jpowsour.2011.10.074.http://dx.doi.org/10.1016/j.jpowsour.2011.10.074,10.1016/j.jpowsour.2011.10.074
10.2307/3271436.http://dx.doi.org/10.2307/3271436,10.2307/3271436
10.1016/j.tibtech.2011.01.008.http://dx.doi.org/10.1016/j.tibtech.2011.01.008,10.1016/j.tibtech.2011.01.008
10.1021/ie020733n.http://dx.doi.org/10.1021/ie020733n,10.1021/ie020733n
10.1038/339126a0.http://dx.doi.org/10.1038/339126a0,10.1038/339126a0
10.1016/j.vetpar.2009.01.034.http://dx.doi.org/10.1016/j.vetpar.2009.01.034,10.1016/j.vetpar.2009.01.034
10.2478/s11696-010-0052-4.http://dx.doi.org/10.2478/s11696-010-0052-4,10.2478/s11696-010-0052-4
10.1021/ma901530r.http://dx.doi.org/10.1021/ma901530r,10.1021/ma901530r
10.1016/j.ijhydene.2010.01.141.http://dx.doi.org/10.1016/j.ijhydene.2010.01.141,10.1016/j.ijhydene.2010.01.141
10.1021/ac951028+.http://dx.doi.org/10.1021/ac951028+,10.1021/ac951028+
10.1002/prot.20396.http://dx.doi.org/10.1002/prot.20396,10.1002/prot.20396
10.1016/j.taap.2009.11.024http://dx.doi.org/10.1016/j.taap.2009.11.024,10.1016/j.taap.2009.11.024
10.2478/s11696-010-0085-8.http://dx.doi.org/10.2478/s11696-010-0085-8,10.2478/s11696-010-0085-8
10.2478/s11687-010-0015-xhttp://dx.doi.org/10.2478/s11687-010-0015-x,10.2478/s11687-010-0015-x
10.1016/j.biocon.2007.12.009.http://dx.doi.org/10.1016/j.biocon.2007.12.009,10.1016/j.biocon.2007.12.009
10.1016/j.clay.2012.09.028.http://dx.doi.org/10.1016/j.clay.2012.09.028,10.1016/j.clay.2012.09.028
10.1007/s13595-011-0017-y.http://dx.doi.org/10.1007/s13595-011-0017-y,10.1007/s13595-011-0017-y
10.1016/j.dyepig.2006.08.024.http://dx.doi.org/10.1016/j.dyepig.2006.08.024,10.1016/j.dyepig.2006.08.024
10.1002/aic.10074.http://dx.doi.org/10.1002/aic.10074,10.1002/aic.10074
10.1007/s10311-006-0072-z.http://dx.doi.org/10.1007/s10311-006-0072-z,10.1007/s10311-006-0072-z
10.1080/01496399708000727.http://dx.doi.org/10.1080/01496399708000727,10.1080/01496399708000727
10.1021/jo970364i.http://dx.doi.org/10.1021/jo970364i,10.1021/jo970364i
10.4049/jimmunol.1103472http://dx.doi.org/10.4049/jimmunol.1103472,10.4049/jimmunol.1103472
10.1007/s11230-008-9138-6.http://dx.doi.org/10.1007/s11230-008-9138-6,10.1007/s11230-008-9138-6
10.1016/j.apcata.2004.03.035.http://dx.doi.org/10.1016/j.apcata.2004.03.035,10.1016/j.apcata.2004.03.035
10.1016/j.tetlet.2007.03.162.http://dx.doi.org/10.1016/j.tetlet.2007.03.162,10.1016/j.tetlet.2007.03.162
10.2478/s11686-007-0037-9.http://dx.doi.org/10.2478/s11686-007-0037-9,10.2478/s11686-007-0037-9
10.1073/pnas.072695799.http://dx.doi.org/10.1073/pnas.072695799,10.1073/pnas.072695799
10.1021/cr60317a004.http://dx.doi.org/10.1021/cr60317a004,10.1021/cr60317a004
10.1016/j.molcata.2004.03.059.http://dx.doi.org/10.1016/j.molcata.2004.03.059,10.1016/j.molcata.2004.03.059
10.1021/ja00441a042.http://dx.doi.org/10.1021/ja00441a042,10.1021/ja00441a042
10.1007/s11224-010-9587-9.http://dx.doi.org/10.1007/s11224-010-9587-9,10.1007/s11224-010-9587-9
10.1021/jp909904t.http://dx.doi.org/10.1021/jp909904t,10.1021/jp909904t
10.1016/j.ijhydene.2009.07.020.http://dx.doi.org/10.1016/j.ijhydene.2009.07.020,10.1016/j.ijhydene.2009.07.020
10.1111/j.1502-3885.2008.00051.x.http://dx.doi.org/10.1111/j.1502-3885.2008.00051.x,10.1111/j.1502-3885.2008.00051.x
10.2478/s11696-009-0060-4.http://dx.doi.org/10.2478/s11696-009-0060-4,10.2478/s11696-009-0060-4
10.1046/j.1365-2672.2003.01829.x.http://dx.doi.org/10.1046/j.1365-2672.2003.01829.x,10.1046/j.1365-2672.2003.01829.x
10.1006/bijl.1999.0333.http://dx.doi.org/10.1006/bijl.1999.0333,10.1006/bijl.1999.0333
10.1039/c003142a.http://dx.doi.org/10.1039/c003142a,10.1039/c003142a
10.1007/s11010-013-1617-7.http://dx.doi.org/10.1007/s11010-013-1617-7,10.1007/s11010-013-1617-7
10.1021/ac000378f.http://dx.doi.org/10.1021/ac000378f,10.1021/ac000378f
10.1016/1359-6446(96)10028-3.http://dx.doi.org/10.1016/1359-6446(96)10028-3,10.1016/1359-6446(96)10028-3
10.1016/j.jbiotec.2006.09.006.http://dx.doi.org/10.1016/j.jbiotec.2006.09.006,10.1016/j.jbiotec.2006.09.006
10.1246/cl.1993.489.http://dx.doi.org/10.1246/cl.1993.489,10.1246/cl.1993.489
10.1016/j.jpba.2006.07.034.http://dx.doi.org/10.1016/j.jpba.2006.07.034,10.1016/j.jpba.2006.07.034
10.1039/b409309g.http://dx.doi.org/10.1039/b409309g,10.1039/b409309g
10.1080/10426500802529507.http://dx.doi.org/10.1080/10426500802529507,10.1080/10426500802529507
10.1021/ma00085a010.http://dx.doi.org/10.1021/ma00085a010,10.1021/ma00085a010
10.1016/j.foodchem.2012.11.061.http://dx.doi.org/10.1016/j.foodchem.2012.11.061,10.1016/j.foodchem.2012.11.061
10.1007/s11230-011-9310-2.http://dx.doi.org/10.1007/s11230-011-9310-2,10.1007/s11230-011-9310-2
10.1016/j.snb.2011.03.004.http://dx.doi.org/10.1016/j.snb.2011.03.004,10.1016/j.snb.2011.03.004
10.1080/00222930600761803.http://dx.doi.org/10.1080/00222930600761803,10.1080/00222930600761803
10.1016/j.carbon.2004.10.042.http://dx.doi.org/10.1016/j.carbon.2004.10.042,10.1016/j.carbon.2004.10.042
10.1021/jp057417h.http://dx.doi.org/10.1021/jp057417h,10.1021/jp057417h
10.2307/3283988http://dx.doi.org/10.2307/3283988,10.2307/3283988
10.1016/j.anaerobe.2004.12.002.http://dx.doi.org/10.1016/j.anaerobe.2004.12.002,10.1016/j.anaerobe.2004.12.002
10.1007/s11230-0069038-6.http://dx.doi.org/10.1007/s11230-006-9038-6,10.1007/s11230-0069038-6
10.1002/jlac19254440http://dx.doi.org/10.1002/jlac.19254440112,10.1002/jlac19254440
10.1016/j.ejmech.2010.04.016.http://dx.doi.org/10.1016/j.ejmech.2010.04.016,10.1016/j.ejmech.2010.04.016
10.1139/v79-151.http://dx.doi.org/10.1139/v79-151,10.1139/v79-151
10.1016/j.polymer.2008.10.016.http://dx.doi.org/10.1016/j.polymer.2008.10.016,10.1016/j.polymer.2008.10.016
10.1021/ie901451m.http://dx.doi.org/10.1021/ie901451m,10.1021/ie901451m
10.1021/ie801847e.http://dx.doi.org/10.1021/ie801847e,10.1021/ie801847e
10.1016/0021-9797(84)90129-2.http://dx.doi.org/10.1016/0021-9797(84)90129-2,10.1016/0021-9797(84)90129-2
10.1016/j.tsf.2011.02.045.http://dx.doi.org/10.1016/j.tsf.2011.02.045,10.1016/j.tsf.2011.02.045
10.1002/adfm.200600938.http://dx.doi.org/10.1002/adfm.200600938,10.1002/adfm.200600938
10.1002/polb.1993.090311015.http://dx.doi.org/10.1002/polb.1993.090311015,10.1002/polb.1993.090311015
10.1021/es015803g.http://dx.doi.org/10.1021/es015803g,10.1021/es015803g
10.1021/ma9700136.http://dx.doi.org/10.1021/ma9700136,10.1021/ma9700136
10.1016/j.vetpar.2012.04.037http://dx.doi.org/10.1016/j.vetpar.2012.04.037,10.1016/j.vetpar.2012.04.037
10.1016/j.watres.2011.06.011.http://dx.doi.org/10.1016/j.watres.2011.06.011,10.1016/j.watres.2011.06.011
10.1016/j.taap.2004.02.004.http://dx.doi.org/10.1016/j.taap.2004.02.004,10.1016/j.taap.2004.02.004
10.1007/s00217-007-0578-z.http://dx.doi.org/10.1007/s00217-007-0578-z,10.1007/s00217-007-0578-z
10.1016/j.progpolymsci.2008.12.001.http://dx.doi.org/10.1016/j.progpolymsci.2008.12.001,10.1016/j.progpolymsci.2008.12.001
10.1016/j.prevetmed.2006.10.013.http://dx.doi.org/10.1016/j.prevetmed.2006.10.013,10.1016/j.prevetmed.2006.10.013
10.1016/j.desal.2010.08.014.http://dx.doi.org/10.1016/j.desal.2010.08.014,10.1016/j.desal.2010.08.014
10.1016/j.biortech.2008.01.020.http://dx.doi.org/10.1016/j.biortech.2008.01.020,10.1016/j.biortech.2008.01.020
10.1007/s10658-008-9348-4http://dx.doi.org/10.1007/s10658-008-9348-4,10.1007/s10658-008-9348-4
10.1016/j.vetpar.2003.07.002http://dx.doi.org/10.1016/j.vetpar.2003.07.002,10.1016/j.vetpar.2003.07.002
10.1016/j.jhazmat.2005.12.040.http://dx.doi.org/10.1016/j.jhazmat.2005.12.040,10.1016/j.jhazmat.2005.12.040
10.2478/s11696-011-0069-3.http://dx.doi.org/10.2478/s11696-011-0069-3,10.2478/s11696-011-0069-3
10.1002/app.29445.http://dx.doi.org/10.1002/app.29445,10.1002/app.29445
10.1111/j.1365-3059.2005.01228.x.http://dx.doi.org/10.1111/j.1365-3059.2005.01228.x,10.1111/j.1365-3059.2005.01228.x
10.1016/j.cej.2007.03.057.http://dx.doi.org/10.1016/j.cej.2007.03.057,10.1016/j.cej.2007.03.057
10.1016/j.procbio.2007.04.008.http://dx.doi.org/10.1016/j.procbio.2007.04.008,10.1016/j.procbio.2007.04.008
10.1016/j.cimid.2007.05.004http://dx.doi.org/10.1016/j.cimid.2007.05.004,10.1016/j.cimid.2007.05.004
10.1002/aic.690450918.http://dx.doi.org/10.1002/aic.690450918,10.1002/aic.690450918
10.1016/j.electacta.2011.01.032.http://dx.doi.org/10.1016/j.electacta.2011.01.032,10.1016/j.electacta.2011.01.032
10.3390/molecules17021916.http://dx.doi.org/10.3390/molecules17021916,10.3390/molecules17021916
10.1021/ol0266976.http://dx.doi.org/10.1021/ol0266976,10.1021/ol0266976
10.1016/j.compchemeng.2004.02.014.http://dx.doi.org/10.1016/j.compchemeng.2004.02.014,10.1016/j.compchemeng.2004.02.014
10.1021/ja209373k.http://dx.doi.org/10.1021/ja209373k,10.1021/ja209373k
10.1021/ja0383672.http://dx.doi.org/10.1021/ja0383672,10.1021/ja0383672
10.1016/j.elecom.2010.01.038.http://dx.doi.org/10.1016/j.elecom.2010.01.038,10.1016/j.elecom.2010.01.038
10.1016/j.vibspec.2010.07.004.http://dx.doi.org/10.1016/j.vibspec.2010.07.004,10.1016/j.vibspec.2010.07.004
10.1002/adsc.201100534.http://dx.doi.org/10.1002/adsc.201100534,10.1002/adsc.201100534
10.1111/j.1349-7006.2001.tb01119.x.http://dx.doi.org/10.1111/j.1349-7006.2001.tb01119.x,10.1111/j.1349-7006.2001.tb01119.x
10.1016/j.watres.2004.11.030.http://dx.doi.org/10.1016/j.watres.2004.11.030,10.1016/j.watres.2004.11.030
10.1007/s-10641-005-1599-8.http://dx.doi.org/10.1007/s10641-005-1599-8,10.1007/s10641-005-1599-8
10.1016/j.ijpara.2011.08.003.http://dx.doi.org/10.1016/j.ijpara.2011.08.003,10.1016/j.ijpara.2011.08.003
10.1016/j.synthmet.2004.06.013.http://dx.doi.org/10.1016/j.synthmet.2004.06.013,10.1016/j.synthmet.2004.06.013
10.1016/j.lwt.2004.08.007.http://dx.doi.org/10.1016/j.lwt.2004.08.007,10.1016/j.lwt.2004.08.007
10.1016/j.fuel.2010.09.046.http://dx.doi.org/10.1016/j.fuel.2010.09.046,10.1016/j.fuel.2010.09.046
10.1021/ma970803f.http://dx.doi.org/10.1021/ma970803f,10.1021/ma970803f
10.1016/0141-0229(95)00099-2.http://dx.doi.org/10.1016/0141-0229(95)00099-2,10.1016/0141-0229(95)00099-2
10.1051/radiopro/20095030.http://dx.doi.org/10.1051/radiopro/20095030,10.1051/radiopro/20095030
10.1080/00397919708005051.http://dx.doi.org/10.1080/00397919708005051,10.1080/00397919708005051
10.1016/0098-1354(96)00093-2.http://dx.doi.org/10.1016/0098-1354(96)00093-2,10.1016/0098-1354(96)00093-2
10.1016/j.chroma.2009.11.022.http://dx.doi.org/10.1016/j.chroma.2009.11.022,10.1016/j.chroma.2009.11.022
10.1654/4495.1http://dx.doi.org/10.1654/4495.1,10.1654/4495.1
10.1016/j.jelechem.2008.03.013.http://dx.doi.org/10.1016/j.jelechem.2008.03.013,10.1016/j.jelechem.2008.03.013
10.1016/j.jallcom.2006.03.057.http://dx.doi.org/10.1016/j.jallcom.2006.03.057,10.1016/j.jallcom.2006.03.057
10.1016/j.cclet.2012.01.040.http://dx.doi.org/10.1016/j.cclet.2012.01.040,10.1016/j.cclet.2012.01.040
10.1006/meth.1995.1003.http://dx.doi.org/10.1006/meth.1995.1003,10.1006/meth.1995.1003
10.1016/j.rvsc.2004.10.001.http://dx.doi.org/10.1016/j.rvsc.2004.10.001,10.1016/j.rvsc.2004.10.001
10.1007/s12221-009-0425-x.http://dx.doi.org/10.1007/s12221-009-0425-x,10.1007/s12221-009-0425-x
10.1038/354056a0.http://dx.doi.org/10.1038/354056a0,10.1038/354056a0
10.1021/la100880j.http://dx.doi.org/10.1021/la100880j,10.1021/la100880j
10.1007/s10529-005-3907-y.http://dx.doi.org/10.1007/s10529-005-3907-y,10.1007/s10529-005-3907-y
10.1016/j.vetpar.2003.11.012http://dx.doi.org/10.1016/j.vetpar.2003.11.012,10.1016/j.vetpar.2003.11.012
10.1080/10942910802571729.http://dx.doi.org/10.1080/10942910802571729,10.1080/10942910802571729
10.1016/j.vetpar.2007.09.026http://dx.doi.org/10.1016/j.vetpar.2007.09.026,10.1016/j.vetpar.2007.09.026
10.1016/j.talanta.2011.06.036.http://dx.doi.org/10.1016/j.talanta.2011.06.036,10.1016/j.talanta.2011.06.036
10.1038/nrmicro1525.http://dx.doi.org/10.1038/nrmicro1525,10.1038/nrmicro1525
10.1016/j.jhazmat.2007.06.065.http://dx.doi.org/10.1016/j.jhazmat.2007.06.065,10.1016/j.jhazmat.2007.06.065
10.1139/z92-073.http://dx.doi.org/10.1139/z92-073,10.1139/z92-073
10.1109/delta.20https://doi.org/10.40,10.40
