Valid_citing_DOI,Invalid_cited_DOI,Valid_DOI,Already_valid,Prefix_error,Suffix_error,Other-type_error
10.1161/01.cir.75.4.733,10.1161/circ.47.1.8,,0,0,0,0
10.3390/nano10040735,10.3390/nano6120,,0,0,0,0
10.1161/01.cir.97.13.1223,10.1161/circ.89.1.8281693,,0,0,0,0
10.1161/01.cir.88.6.2575,10.1161/circ.82.4.2144796,,0,0,0,0
10.1201/b21342-5,10.1007/s10910-009-9585-6),,0,0,0,0
10.1145/3308561.3353805,10.5555/2692791.2692794,,0,0,0,0
10.1161/01.hyp.6.4.526,10.1161/res.45.2.445708,,0,0,0,0
10.1080/15332861.2015.1080056,10.1068/a3562.,10.1068/A3562,0,0,1,0
10.1525/sp.2005.52.4.449,10.2307/4148779,,0,0,0,0
10.1145/3287624.3287707,10.5555/3199700.3199772,,0,0,0,0
10.1161/01.str.0000088642.07691.15,10.1161/circ.94.9.2057,,0,0,0,0
10.3389/fnagi.2014.00258,10.1002/(sici)1098-1136(199809)24:1141::aid-glia133.0.co;2-r,,0,0,0,0
10.1161/01.hyp.0000070028.99408.e8,10.1161/hyp.33.1.424,,0,0,0,0
10.1145/2967938.2967946,10.5555/370049.370455,,0,0,0,0
10.1161/01.str.25.7.1500,10.1161/str.24.4.8465365,,0,0,0,0
10.13168/agg.2019.0027,10.1130/0091-7613(1996),,0,0,0,0
10.1161/01.cir.91.11.2819,10.1161/circ.88.5.8222135,,0,0,0,0
10.1161/01.cir.92.6.1612,10.1161/res.73.2.8101141,,0,0,0,0
10.1007/s11075-020-00983-w,10.1002/nla.2319,10.1002/nla.2319,1,0,0,0
10.1016/j.ijdevneu.2019.05.005,10.1007/s12035‐017‐0761‐6,,0,0,0,0
10.1096/fasebj.12.10.773,10.1002/j.1939-4640.1997.tb01890.x,,0,0,0,0
10.1093/molehr/gat055,10.1093/humrep/,,0,0,0,0
10.1145/3357384.3357925,10.5555/2627435.2670313,,0,0,0,0
10.1002/9781119300762.wsts0095,10.1111/j.1752‐1688.2005.tb03808.x,,0,0,0,0
10.1007/978-3-319-72386-0_5,10.1126/science.1199326331/6018/775,,0,0,0,0
10.1007/978-3-030-44921-6_7,10.1088/1361-6528/aa8a3d/meta,10.1088/1361-6528/AA8A3D,0,0,1,0
10.1161/01.cir.64.5.1032,10.1161/circ.53.1.127675,,0,0,0,0
10.1161/01.str.26.10.1764,10.1161/str.17.2.3083536,,0,0,0,0
10.1161/hh1801.096337,10.1161/res.82.6.666,,0,0,0,0
10.3389/fmicb.2020.01432,10.1021/ac701822,,0,0,0,0
10.1161/01.cir.82.3.879,10.1161/circ.59.4.421322,,0,0,0,0
10.1111/j.1470-9856.2011.00655.x,10.5040/9781350183261,10.5040/9781350183261,1,0,0,0
10.1002/9781119300762.wsts0061,10.1111/j.1365‐3040.1992.tb01657.x,,0,0,0,0
10.1186/s13010-018-0064-1,10.7721/chilyoutenvi.19.1.0170,,0,0,0,0
10.1134/s0003683820080025,10.1016/0014-5793,,0,0,0,0
10.1161/01.str.0000126822.01756.99,10.1161/circ.91.8.2125,,0,0,0,0
10.1007/978-3-319-70049-6_9,10.1016/jmsec201609.044,,0,0,0,0
10.1177/1071100717746627,10.1007/s10195-015-0383-6.,10.1007/S10195-015-0383-6,0,0,1,0
10.1088/1757-899x/753/2/022024,10.1061/97807784413067.094,,0,0,0,0
10.1007/s42822-019-0002-x,10.5210/bsi.v.25i0.6634,,0,0,0,0
10.1007/s13157-017-0947-8,10.1126/science.1175176.,10.1126/SCIENCE.1175176,0,0,1,0
10.1007/978-981-15-5984-6_4,10.1016/j.yexer.2005.05.028,,0,0,0,0
10.1080/01932691.2016.1146614,10.1016/50040–4039(01)93714–1,,0,0,0,0
10.1161/01.cir.88.2.472,10.1161/circ.74.6.3022962,,0,0,0,0
10.1161/circulationaha.107.726349,10.1161/circulationaha.104.525444,,0,0,0,0
10.1161/01.res.82.5.613,10.1161/circ.69.1.6689651,,0,0,0,0
10.1161/01.atv.0000071349.30914.25,10.1161/atvb.21.2.208,,0,0,0,0
10.1145/1778765.1778784,10.5555/1218064.1218075,,0,0,0,0
10.1080/14737175.2021.1861940,10.1007/s00395-015-0494,,0,0,0,0
10.11647/obp.0203.22,10.3138/ijih.v5i2.28982,,0,0,0,0
10.1161/01.str.32.5.1112,10.1161/str.30.9.1969,,0,0,0,0
10.1049/mnl.2014.0015,10.2478/v10007‐012‐0022‐1,,0,0,0,0
10.1080/02533839.2017.1300071,10.1080/02533839.2010.9676120,,0,0,0,0
10.1161/circimaging.110.962126,10.1161/circ.97.23.2359,,0,0,0,0
10.1007/s40262-020-00924-9,10.1101/2020.06.22.20137273v1,,0,0,0,0
10.7202/019092ar,10.4000/books.editionsehess.9903,10.4000/books.editionsehess.9903,1,0,0,0
10.1289/ehp.121-a326,10.1002/ep.10004.,10.1002/EP.10004,0,0,1,0
10.1155/2015/508587,10.1002/(sici)1097-0215(19971210)73:660;812::aid-ijc762;3.0.co;2-5,,0,0,0,0
10.1161/01.cir.74.2.281,10.1161/circ.65.4.6977420,,0,0,0,0
10.1145/2939672.2939796,10.5555/2503308.2503352,,0,0,0,0
10.1161/01.atv.0000149379.72018.20,10.1161/res.88.9.969,,0,0,0,0
10.1177/2045125314567115,10.1136/bmjopen-2013–003062,,0,0,0,0
10.1080/11250003.2014.940006,10.1111/j.1471-8286.2006.01657.x.,10.1111/J.1471-8286.2006.01657.X,0,0,1,0
10.1161/01.str.10.2.126,10.1161/str.6.3.321,,0,0,0,0
10.3835/plantgenome2014.10.0066,10.1186/1471‐2156‐15‐55,,0,0,0,0
10.1161/01.hyp.7.6.879,10.1161/res.39.4.183911,,0,0,0,0
10.1161/01.cir.53.2.293,10.1161/res.31.1.83,,0,0,0,0
10.1190/segam2014-0199.1,10.1111/j.1365–2478.1987.tb00856.x,,0,0,0,0
10.1145/1507195.1507212,10.5555/851024.856208,,0,0,0,0
10.1007/s10531-019-01924-3,10.1002/978111892439,,0,0,0,0
10.1161/01.cir.62.2.447,10.1161/circ.59.1.758103,,0,0,0,0
10.1161/01.res.42.1.92,10.1161/res.4.1.67,,0,0,0,0
10.1145/3173162.3173204,10.5555/1782574.1782591,,0,0,0,0
10.1038/srep32162,10.3389/fgene2014.00373,,0,0,0,0
10.1080/15325024.2017.1296302,10.25071/1920-7336.21236,10.25071/1920-7336.21236,1,0,0,0
10.1080/01609513.2019.1571764,"10.1111/j,1475-3588.2010.00571.x",,0,0,0,0
10.3390/app10217813,10.5902/2236117014990,,0,0,0,0
10.3390/ijms21134706,10.12691/wjar-3-1-2,,0,0,0,0
10.3835/plantgenome2015.10.0101,10.1007/s00438‐004‐0990‐z,,0,0,0,0
10.1145/2180868.2180869,10.5555/1622487.1622501,,0,0,0,0
10.1111/jop.12057,10.1111/j.1600-07142.01198.x,,0,0,0,0
10.1080/23311916.2020.1766394,10.1016/japenergy.2018.07.100,,0,0,0,0
10.1002/9781118445112.stat08106,10.1007/s10021–001–0002‐7,,0,0,0,0
10.1186/s12984-018-0407-6,10.1016/j.brs.2017.10.016.,10.1016/J.BRS.2017.10.016,0,0,1,0
10.1080/08820139.2018.1439505,10.7189/jogh.03.010401,,0,0,0,0
10.3280/pds2014-002008,10.1037/1076-8998.10.2.17,,0,0,0,0
10.2307/1297008,10.2307/62306,,0,0,0,0
10.5325/marktwaij.12.1.0030,10.2307/27747330,,0,0,0,0
10.1161/01.atv.0000177807.54959.7d,10.1161/res.80.6.845,,0,0,0,0
10.1002/9781444395105.ch9,10.4324/9780203004098,10.4324/9780203004098,1,0,0,0
10.1161/circulationaha.105.596502,10.1161/circ.78.3.3409502,,0,0,0,0
10.1049/iet-map.2014.0735,10.1049/iet‐map:20050189,,0,0,0,0
10.1161/01.str.0000217450.21310.90,10.1161/str.32.10.2253,,0,0,0,0
10.1080/2162402x.2017.1408749,10.1126/science.1136736.,10.1126/SCIENCE.1136736,0,0,1,0
10.1161/circresaha.109.215715,10.1161/atvb.20.10.2248,,0,0,0,0
10.1161/01.hyp.0000086524.35251.2d,10.1161/hyp.35.1.413,,0,0,0,0
10.1007/s11356-020-09508-3,10.20944/preprints202007.0182.v1,10.20944/preprints202007.0182.v1,1,0,0,0
10.1177/1558944719851182,10.3899/jrheum.110402.,10.3899/JRHEUM.110402,0,0,1,0
10.1161/01.str.28.1.77,10.1161/res.74.5.8156632,,0,0,0,0
10.1007/978-3-030-47178-1_33,10.1515/9781503603431,10.1515/9781503603431,1,0,0,0
10.1161/hy09t1.092927,10.1161/hyp.37.2.376,,0,0,0,0
10.1080/1540496x.2019.1587708,10.1016/j.frl.2018.06.005],,0,0,0,0
10.1161/01.cir.94.4.629,10.1161/circ.91.12.2882,,0,0,0,0
10.1016/j.trc.2020.102786,10.1145/3236386.3241340,10.1145/3236386.3241340,1,0,0,0
10.1161/01.str.27.6.1023,10.1161/str.21.3.2309262,,0,0,0,0
10.1161/01.res.0000016504.08608.b9,10.1161/res.84.7.852,,0,0,0,0
10.3389/fpsyg.2019.02671,10.1007/s10339-015-0648-642,,0,0,0,0
10.1161/strokeaha.107.508515,10.1161/circ.104.22.2641,,0,0,0,0
10.1161/strokeaha.110.602102,10.1161/circ.92.7.1883,,0,0,0,0
10.1111/jftr.12160,10.1111/j.146802435.2010.00672.x,,0,0,0,0
10.1145/3343172,10.5555/3192424.3192630,,0,0,0,0
10.1161/01.cir.0000036368.63317.1c,10.1161/circ.105.2.162,,0,0,0,0
10.1161/01.res.48.5.720,10.1161/circ.47.4.681,,0,0,0,0
10.7737/msfe.2012.18.1.013,10.1016/j.cor.2010.09.18,,0,0,0,0
10.1145/3173574.3174196,10.5555/1153917.1153973,,0,0,0,0
10.1186/s12888-016-0926-2,10.1186/69325,,0,0,0,0
10.3389/fmars.2019.00273,10.1111/j.1540-4560.2007.00499,,0,0,0,0
10.1080/02772248.2015.1029480,10.1146/annurev.pharmtox.44.101802.121851.,10.1146/ANNUREV.PHARMTOX.44.101802.121851,0,0,1,0
10.5184/classicalj.105.4.289,10.2307/639747,,0,0,0,0
10.1161/01.cir.47.5.997,10.1161/res.22.5.545,,0,0,0,0
10.1509/jmkg.73.6.119,10.1509/jmkr.45.1.015,,0,0,0,0
10.1161/01.cir.59.3.449,10.1161/circ.57.5.346254,,0,0,0,0
10.1038/s41467-019-11453-w,"10.1038/s41467-018-02986-7,",10.1038/S41467-018-02986-7,0,0,1,0
10.1007/s10459-014-9500-1,10.1002/j.0022-0337.2005.69.3.tb03920.x,10.1002/j.0022-0337.2005.69.3.tb03920.x,1,0,0,0
10.1161/atvbaha.120.314387,10.1161/res.75.3.8062427,,0,0,0,0
10.1086/313803,10.1059/0003-4819-93-1-93,,0,0,0,0
10.1155/2012/921941,10.1007/978-1-4419-7756-4-38,,0,0,0,0
10.1007/978-3-319-68009-5_5,10.1130/0091-7613(1986),,0,0,0,0
10.1080/02699931.2014.992394,10.1002/jclp,,0,0,0,0
10.1145/2189751.2047875,10.5555/1947545.1947579,,0,0,0,0
10.2196/jmir.9300,10.1145/1390681.1442794,,0,0,0,0
10.1145/2824840.2824847,10.5555/938978.939190,,0,0,0,0
10.1145/3210240.3210323,10.5555/2322571.2323801,,0,0,0,0
10.1161/circresaha.110.226845,10.1161/circ.91.5.1512,,0,0,0,0
10.1161/01.cir.95.8.2108,10.1161/res.61.1.3608108,,0,0,0,0
10.1145/2911996.2912035,10.5555/645888.673056,,0,0,0,0
10.3390/s20092510,10.1007/978-3-642-39878-0\_10,,0,0,0,0
10.1161/01.str.31.6.1210,10.1161/str.30.9.1844,,0,0,0,0
10.1145/2741948.2741968,10.5555/977395.977673,,0,0,0,0
10.1186/s12877-019-1163-6,10.1186/s12877-017-0550,,0,0,0,0
10.1161/circulationaha.117.031420,10.1161/res.89.10.930,,0,0,0,0
10.1080/07294360.2016.1139553,10.1046/j.1467-8527.2003.00245,,0,0,0,0
10.1101/2020.02.10.20021691,10.2307/2346101,,0,0,0,0
10.1145/3132211.3134460,10.5555/1251203.1251223,,0,0,0,0
10.1007/s12282-018-0864-6,10.1093/annonc/mdw435,,0,0,0,0
10.1289/ehp.1306902,10.1289/ehp.6056.,10.1289/EHP.6056,0,0,1,0
10.1007/978-1-4939-7027-8_8,10.1634/theoncologist.1-4-223,10.1634/theoncologist.1-4-223,1,0,0,0
10.1145/3194779.3194782,10.5555/227726.227818,,0,0,0,0
10.1007/s11214-020-00730-6,10.5194/essd-12-1561-2020,10.5194/essd-12-1561-2020,1,0,0,0
10.1161/01.atv.14.3.465,10.1161/circ.79.6.2785871,,0,0,0,0
10.1161/01.str.31.6.1294,10.1161/str.17.6.3810707,,0,0,0,0
10.1177/0886260517725737,10.1016/j.adohealth.2012.09.018,,0,0,0,0
10.1161/circulationaha.104.500546,10.1161/circ.105.11.1387,,0,0,0,0
10.2307/4089160,10.2307/2826463,,0,0,0,0
10.3280/pds2014-002002,10.1177/001100001246260,,0,0,0,0
10.1155/2015/813942,10.1017.s0012162201001992,,0,0,0,0
10.1161/atvbaha.110.204800,10.1161/circ.103.1.125,,0,0,0,0
10.1016/j.chemphys.2017.12.001,10.1515/zna-1949-0501,10.1515/zna-1949-0501,1,0,0,0
10.3389/fnins.2020.00229,10.1016/j.bbadis.2008,,0,0,0,0
10.1161/01.hyp.0000019132.41066.95,10.1161/hyp.38.4.949,,0,0,0,0
10.1145/3196959.3196976,10.5555/3039686.3039689,,0,0,0,0
10.2979/africatoday.60.3.83,10.2307/41300284,,0,0,0,0
10.1161/01.cir.101.13.1527,10.1161/circ.96.8.2565,,0,0,0,0
10.1161/circresaha.109.213652,10.1161/res.88.11.1142,,0,0,0,0
10.2139/ssrn.2984045,10.1371/journal.pmed.1002049#pmed-1002049-t002,10.1371/journal.pmed.1002049#pmed-1002049-t002,1,0,0,0
10.23736/s0375-9393.20.14663-7,10.1002/jmv.26110,10.1002/jmv.26110,1,0,0,0
10.1161/circimaging.112.000170,10.1161/circ.75.6.3552306,,0,0,0,0
10.1080/03623319.2020.1827685,10.1515/9780804767392,10.1515/9780804767392,1,0,0,0
10.1007/978-3-319-98836-8_9,10.1111/j.1758-2229.2011.00304,,0,0,0,0
10.3280/sd2013-002003,10.1215/00318108-110-3-31,,0,0,0,0
10.1007/s11846-020-00384-2,10.5464/amj.2014.4003,,0,0,0,0
10.1103/physrevd.102.041301,10.3390/universe6060081,10.3390/universe6060081,1,0,0,0
10.1007/978-3-319-45514-3_6,10.1097/01.fpc.0000054087.48725.d9,,0,0,0,0
10.1161/01.res.80.1.21,10.1161/circ.80.1.2661051,,0,0,0,0
10.1145/1322432.1322433,10.5555/42040.42071,,0,0,0,0
10.1161/01.cir.61.2.404,10.1161/circ.23.2.269,,0,0,0,0
10.2139/ssrn.3594957,10.1101/2020.03.05.20030502v1.full.pdf,,0,0,0,0
10.1145/1394608.1382146,10.5555/545215.545228,,0,0,0,0
10.1161/01.cir.87.1.208,10.1161/res.47.6.6254686,,0,0,0,0
10.3280/asur2016-116006,10.1016/j.compenvurbsys.2010.09.00,,0,0,0,0
10.1007/s00445-019-1309-6,10.1130/2005.2396(09),,0,0,0,0
10.1027/1864-1105/a000202,10.17813/maiq.15.3.p73861l1625021u1,10.17813/maiq.15.3.p73861l1625021u1,1,0,0,0
10.1145/990680.990695,10.5555/954543,,0,0,0,0
10.1161/01.str.31.9.2266-j,10.1161/str.31.4.848,,0,0,0,0
10.1161/01.res.27.4.589,10.1161/res.23.3.361,,0,0,0,0
10.1161/01.str.0000259853.43084.03,10.1161/str.16.4.4024174,,0,0,0,0
10.1161/01.atv.17.2.257,10.1161/hyp.25.5.924,,0,0,0,0
10.3389/fdmed.2020.613080,10.1002/jbmr2741,,0,0,0,0
10.1111/jomf.12253,10.1038/sj.ljo.0802532,,0,0,0,0
10.1289/ehp.121-a298,10.1073/pnas.0610410104.,10.1073/PNAS.0610410104,0,0,1,0
10.1145/2699916,10.5555/1619410.1619472,,0,0,0,0
10.1161/01.hyp.2.1.102,10.1161/circ.42.3.509,,0,0,0,0
10.1161/01.res.68.6.1614,10.1161/res.7.1.19,,0,0,0,0
10.1080/15287394.2018.1564101,10.1164/arrd.1979.119.5.725,,0,0,0,0
10.1525/sp.2009.56.3.385,10.2307/4121231,,0,0,0,0
10.1007/s11368-020-02682-4,10.1016/jgeoderma.2008.10.014,,0,0,0,0
10.1161/01.atv.0000034022.11764.ec,10.1161/hyp.38.5.1107,,0,0,0,0
10.1080/03081060.2014.959357,10.1016/j.dam.2005.05.026.,10.1016/J.DAM.2005.05.026,0,0,1,0
10.1161/01.cir.93.4.691,10.1161/circ.42.3.479,,0,0,0,0
10.3928/01484834-20120113-01,10.1016./j.nedt.2011.06.005,,0,0,0,0
10.1007/s13277-014-2383-1,10.1186/1476-4598-9-269,10.1186/1476-4598-9-269,1,0,0,0
10.1145/2939672.2939814,10.5555/548894,,0,0,0,0
10.1101/388652,10.171/journal.pone.0180722,,0,0,0,0
10.1161/01.res.77.4.759,10.1161/res.66.5.2335033,,0,0,0,0
10.1161/01.str.0000047852.05842.3c,10.1161/str.17.2.3961839,,0,0,0,0
10.1161/01.cir.94.12.3067,10.1161/hyp.25.4.663,,0,0,0,0
10.1145/219713.219727,10.5555/646407.692378,,0,0,0,0
10.1161/circresaha.115.304760,10.1161/res.89.1.84,,0,0,0,0
10.1002/prot.25064,10.1002/prot24919,,0,0,0,0
10.2307/1369417,10.2307/2097060,,0,0,0,0
10.1134/s1070363220070130,10.1002/ejic.201000190.,10.1002/EJIC.201000190,0,0,1,0
10.1177/1043659619889118,10.3928/0148-4834-19961001-08,10.3928/0148-4834-19961001-08,1,0,0,0
10.1007/s00268-019-05230-5,10.1245/s10434-0112129-x,,0,0,0,0
10.1161/01.hyp.25.4.482,10.1161/res.63.3.3409490,,0,0,0,0
10.1038/srep19064,10.3389/fnhum,,0,0,0,0
10.1145/345063.339417,10.5555/826033.826778,,0,0,0,0
10.1369/0022155419851103,10.1007/s10456-018-9644-3.,10.1007/S10456-018-9644-3,0,0,1,0
10.3389/fnagi.2016.00335,10.1093/brain/aww316.,10.1093/BRAIN/AWW316,0,0,1,0
10.1051/limn/2012018,10.11646/zootaxa.1668.1.29,10.11646/zootaxa.1668.1.29,1,0,0,0
10.1161/01.str.12.2.161,10.1161/res.9.5.1093,,0,0,0,0
10.1186/s13031-017-0119-8,10.1016/j.diabres.2015.01.05,,0,0,0,0
10.1161/01.res.42.5.649,10.1161/res.21.4.559,,0,0,0,0
10.1074/jbc.275.19.14205,10.1074/jbc.270.43.25661,,0,0,0,0
10.1002/14651858.cd012439.pub2,10.1371/journal.pone,,0,0,0,0
10.3390/pharmaceutics11010041,10.1007/978-0-387-72379-2-6,,0,0,0,0
10.1525/sp.2006.53.4.537,10.2307/2777934,,0,0,0,0
10.1080/00393541.2014.11518938,10.1080/00393541.1998.11650041,,0,0,0,0
10.1161/01.cir.97.7.651,10.1161/circ.85.3.1371431,,0,0,0,0
10.5314/wjd.v1.i2.3,10.1111/j.1365-2133.2011.10217.x.,10.1111/J.1365-2133.2011.10217.X,0,0,1,0
10.3174/ajnr.a5391,10.1038/nrclinonc.2016,,0,0,0,0
10.1161/circulationaha.106.685073,10.1161/circ.94.3.258,,0,0,0,0
10.1161/01.cir.102.17.2124,10.1161/res.83.5.490,,0,0,0,0
10.1080/21683603.2017.1327830,10.2307/23093716,,0,0,0,0
10.1161/01.cir.102.15.1744,10.1161/res.86.5.494,,0,0,0,0
10.1080/15481603.2014.895577,10.1111/j.1751-3928.2012.00184.x.,10.1111/J.1751-3928.2012.00184.X,0,0,1,0
10.3389/fmicb.2020.01386,10.1007/s00253-016-7656,,0,0,0,0
10.1161/01.cir.0000089506.12223.f1,10.1161/atvb.20.2.538,,0,0,0,0
10.1161/01.str.30.5.981,10.1161/str.26.3.373,,0,0,0,0
10.1161/01.res.0000080932.98903.d8,10.1161/res.87.11.1026,,0,0,0,0
10.1161/01.cir.0000033972.90653.af,10.1161/circ.96.10.3534,,0,0,0,0
10.1161/01.cir.98.5.405,10.1161/circ.92.7.1720,,0,0,0,0
10.1080/0267257x.2013.838986,10.1037/h00,,0,0,0,0
10.3389/fnhum.2018.00407,10.1016/j.actaastro.201208.013,,0,0,0,0
10.1080/09243453.2015.1067235,10.1080/09243450512331383272$16.00,,0,0,0,0
10.3389/fbioe.2020.00550,10.1107/s00253-004-1603-9,,0,0,0,0
10.1093/aje/kwn397,10.1001/archpsyc.52.12.1048,,0,0,0,0
10.3233/prm-200747,10.1186/s12911-020-1074-7,10.1186/s12911-020-1074-7,1,0,0,0
10.1177/0971890718787663,10.1362/147539216x14594362873532.,10.1362/147539216X14594362873532,0,0,1,0
10.1145/3196883,10.5555/645517.655780,,0,0,0,0
10.1080/19336918.2017.1385713,10.1088/1758-5082/3/3/034102.,10.1088/1758-5082/3/3/034102,0,0,1,0
10.1161/01.res.43.3.357,10.1161/res.27.1.23,,0,0,0,0
10.1161/01.cir.0000014120.90086.51,10.1161/res.88.12.1283,,0,0,0,0
10.1145/225830.223985,10.5555/800052.801868,,0,0,0,0
10.1161/hc3801.095587,10.1161/circ.82.1.2364513,,0,0,0,0
10.1080/01677063.2019.1593978,10.1101/lm.5.1.146,,0,0,0,0
10.1161/01.cir.24.6.1348,10.1161/circ.3.6.846,,0,0,0,0
10.1515/eurodl-2017-0013,10.15224/978-1-63248-051-4-138,,0,0,0,0
10.2478/s11696-012-0253-0,10.1007/s10563-011-9113-0.http://dx.doi.org/10.1007/s10563-011-9113-0,10.1007/S10563-011-9113-0,0,1,0,0
10.30964/auebfd.483511,10.1300/j370v21n01_02.,10.1300/J370V21N01_02,0,0,1,0
10.1007/s11071-017-3736-2,10.1002/rnc:3705,,0,0,0,0
10.1161/01.atv.0000170137.41079.ab,10.1161/res.89.5.408,,0,0,0,0
10.1075/resla.18020.nav,10.1111/j.1473-4192.1994.tb00065,,0,0,0,0
10.1161/01.hyp.35.1.135,10.1161/res.80.6.853,,0,0,0,0
10.1007/s11356-017-9314-9,10.1111/j.1365-2672.2004.02252,,0,0,0,0
10.2307/1369953,10.2307/2459049,,0,0,0,0
10.1145/3183440.3195020,10.5555/2337223.2337308,,0,0,0,0
10.1007/s12187-018-9593-9,10.9790/1959-0606067481,,0,0,0,0
10.1161/01.str.31.11.2678,10.1161/str.26.9.1558,,0,0,0,0
10.1007/978-3-319-43027-0_2,10.2945/an/13.004226,,0,0,0,0
10.3389/fpls.2019.01357,10.2134/agronj2012.0069.,10.2134/AGRONJ2012.0069,0,0,1,0
10.1016/j.tecto.2005.05.015,10.2113/gssgfbull.166.4.341,10.2113/gssgfbull.166.4.341,1,0,0,0
10.1161/circresaha.112.300755,10.1161/circ.97.6.581,,0,0,0,0
10.1080/00043125.2008.11518986,10.1080/00043125.1997.11652167,,0,0,0,0
10.1145/3377811.3380389,10.5555/2487085.2487161,,0,0,0,0
10.1075/lald.56.17gre,10.1515/9783110218596.2.285.,10.1515/9783110218596.2.285,0,0,1,0
10.1161/01.atv.21.6.911,10.1161/hyp.33.1.312,,0,0,0,0
10.1161/01.hyp.0000118584.33350.7d,10.1161/res.83.6.594,,0,0,0,0
10.1145/3391403.3399533,10.5555/2722129.2722264,,0,0,0,0
10.1161/hypertensionaha.109.130781,10.1161/res.81.3.355,,0,0,0,0
10.3390/ijerph16040527,10.1080/02796015.2012.12087375,10.1080/02796015.2012.12087375,1,0,0,0
10.1161/hypertensionaha.111.180349,10.1161/hyp.27.3.324,,0,0,0,0
10.1002/9781119057840.ch92,10.1007/s12160‐013‐9524‐4,,0,0,0,0
10.3389/fneur.2019.01093,10.1684/epd.2010.0334,,0,0,0,0
10.1161/01.cir.91.6.1790,10.1161/circ.67.1.6681520,,0,0,0,0
10.1111/jpm.12335,10.1111/j.1545-5300.209.01299.x,,0,0,0,0
10.1007/s12035-016-9989-9,10.1002/stem.687;10.1002/stem.687,10.1002/STEM.687,0,0,1,0
10.1155/2015/650452,10.1002/bbpc.19620660412,,0,0,0,0
10.1161/01.atv.0000177813.99577.6b,10.1161/atvb.21.9.1464,,0,0,0,0
10.1161/01.cir.94.7.1553,10.1161/circ.90.2.8044962,,0,0,0,0
10.1161/01.hyp.0000123070.31763.55,10.1161/circ.105.4.530,,0,0,0,0
10.5298/1081-5937-42.2.07,10.2217/npv.11,,0,0,0,0
10.1177/1359105320962243,10.1126/science.abb7506.,10.1126/SCIENCE.ABB7506,0,0,1,0
10.2307/4089129,10.2307/2386818,,0,0,0,0
10.3280/gest2014-001006,10.1007/s10508-014-0341-,,0,0,0,0
10.1111/jar.12349,10.1111/j.1365‐2788.2012.01593.x,,0,0,0,0
10.1161/01.res.49.1.108,10.1161/res.48.3.7460209,,0,0,0,0
10.1161/hs0102.101890,10.1161/str.31.2.425,,0,0,0,0
10.1145/3299869.3314040,10.5555/1287369.1287455,,0,0,0,0
10.1080/07352166.2019.1662727,10.5198/jtlu.v3i1.99,10.5198/jtlu.v3i1.99,1,0,0,0
10.1002/jqs.2840,10.1016/j.earscirev.2005.08.002],,0,0,0,0
10.1038/s41409-018-0234-1,10.1159/000449451.,10.1159/000449451,0,0,1,0
10.1161/01.str.30.1.76,10.1161/str.19.8.3135641,,0,0,0,0
10.1108/ejtd-06-2018-0054,10.1177/014920639702300305.,10.1177/014920639702300305,0,0,1,0
10.1145/3205289.3205300,10.5555/2014698.2014879,,0,0,0,0
10.1007/978-3-662-54077-0_26,10.1007/s00167-00014-02981-x,,0,0,0,0
10.1161/hq0302.105357,10.1161/circ.95.2.297,,0,0,0,0
10.5406/amerjpsyc.128.1.0122,10.2307/25570830,,0,0,0,0
10.17343/sdutfd.623659,10.1210/endo-97-3-685.,10.1210/ENDO-97-3-685,0,0,1,0
10.1017/9781316275047.001,10.1002/oby.20922,10.1002/oby.20922,1,0,0,0
10.1161/hypertensionaha.115.06172,10.1161/circ.102.19.2434,,0,0,0,0
10.1177/1532673x15572251,10.2307/40721238,,0,0,0,0
10.1111/j.1600-0889.2006.00223.x,10.1029/2004020323,,0,0,0,0
10.1515/chempap-2015-0136,10.1016/j,,0,0,0,0
10.1161/01.atv.0000215001.92941.6c,10.1161/circ.103.5.634,,0,0,0,0
10.1161/01.cir.88.4.1779,10.1161/circ.67.5.6831665,,0,0,0,0
10.1002/9781118909997.ch14,10.1111/j.1467–6486.2006.00674.x,,0,0,0,0
10.2478/s11696-012-0274-8,10.1007/s00034-010-9236-y.http://dx.doi.org/10.1007/s00034-010-9236-y,10.1007/S00034-010-9236-Y,0,1,0,0
10.1007/s10643-019-00948-2,10.1207/s1556693eed14045,,0,0,0,0
10.1007/978-3-319-95981-8_124,10.2307/23034414,,0,0,0,0
10.21547/jss.453014,10.1016/j.tourman.2010.03.014.,10.1016/J.TOURMAN.2010.03.014,0,0,1,0
10.21923/jesd.467036,10.1016/j.image.2014.10.00844.,,0,0,0,0
10.1111/psyp.12647,10.1016/j.neuroimage,,0,0,0,0
10.2307/1311484,10.2307/2462083,,0,0,0,0
10.1155/2020/6710503,10.15585/mmwr.mm6909e1externalicon,,0,0,0,0
10.1007/978-3-319-64804-0_15,10.1002/stem.2401.,10.1002/STEM.2401,0,0,1,0
10.1080/08959420.2016.1111726,10.1016/j.jalz,,0,0,0,0
10.2139/ssrn.3577507,10.1016/j.ufug.2011.1,,0,0,0,0
10.2478/s11696-013-0402-0,10.1021/j100076a029.http://dx.doi.org/10.1021/j100076a029,10.1021/J100076A029,0,1,0,0
10.4252/wjsc.v6.i2.94,10.1089/ten/tea.2008.0510,,0,0,0,0
10.1155/2017/8187235,10.3892/or-00000897,,0,0,0,0
10.15446/av.enferm.v35n3.61453,10.22278/2318-2660.2011.v35.n0.a151,10.22278/2318-2660.2011.v35.n0.a151,1,0,0,0
